ent,mun,loc,upm,est_nal,est_est,t_loc,con,vivienda,hab
15,106,1,941,32,138,1,411,14,4
25,6,1,941,10,179,1,330,15,1
17,11,1,941,33,224,1,68,16,4
26,30,1,941,43,194,1,185,17,5
7,101,1,941,32,164,1,153,18,4
20,350,2,941,33,236,3,72,19,7
1,1,1,941,23,120,1,105,20,1
10,5,1,941,33,200,1,375,21,2
31,50,1,941,22,70,1,393,22,5
17,11,1,941,33,224,1,68,23,1
25,6,1,941,10,179,1,330,24,4
7,101,1,941,32,164,1,153,25,1
17,11,1,941,33,224,1,68,26,3
22,14,1,941,42,258,1,397,27,3
20,350,2,941,33,236,3,72,28,4
22,14,1,941,42,258,1,397,29,7
16,53,1,941,33,130,1,386,30,1
17,11,1,941,33,224,1,68,31,7
31,50,1,941,22,70,1,393,32,3
26,30,1,941,43,194,1,185,33,6
1,1,1,941,23,120,1,105,34,6
20,350,2,941,33,236,3,72,35,4
1,1,1,941,23,120,1,105,36,4
20,350,2,941,33,236,3,72,37,3
15,106,1,941,32,138,1,411,38,5
10,5,1,941,33,200,1,375,39,4
25,6,1,941,10,179,1,330,40,1
31,50,1,941,22,70,1,393,41,4
25,6,1,941,10,179,1,330,42,1
15,106,1,941,32,138,1,411,43,5
31,50,1,941,22,70,1,393,44,5
22,14,1,941,42,258,1,397,45,1
17,11,1,941,33,224,1,68,46,7
7,101,1,941,32,164,1,153,47,7
10,5,1,941,33,200,1,375,48,5
31,50,1,941,22,70,1,393,49,5
26,30,1,941,43,194,1,185,50,7
26,30,1,941,43,194,1,185,51,7
10,5,1,941,33,200,1,375,52,4
7,101,1,941,32,164,1,153,53,4
10,5,1,941,33,200,1,375,54,5
16,53,1,941,33,130,1,386,55,3
24,28,1,942,33,65,1,67,1,3
12,1,1,942,24,113,1,310,2,4
29,44,1,942,22,262,2,18,3,1
12,1,1,942,24,113,1,310,4,1
28,32,1,942,21,773,1,5225,5,2
12,1,1,942,24,113,1,310,6,6
21,148,2,942,13,646,4,6017,7,5
28,32,1,942,21,773,1,5225,8,1
15,106,1,942,23,136,1,371,9,7
21,148,2,942,13,646,4,6017,10,5
15,106,1,942,23,136,1,371,11,2
28,32,1,942,21,773,1,5225,12,7
24,28,1,942,33,65,1,67,13,4
29,44,1,942,22,262,2,18,14,6
24,28,1,942,33,65,1,67,15,4
21,148,2,942,13,646,4,6017,16,2
21,148,2,942,13,646,4,6017,17,4
21,148,2,942,13,646,4,6017,18,3
15,106,1,942,23,136,1,371,19,4
12,1,1,942,24,113,1,310,20,3
30,193,1,942,22,99,1,3158,21,5
21,148,2,942,13,646,4,6017,22,5
30,193,1,942,22,99,1,3158,23,3
30,193,1,942,22,99,1,3158,24,6
15,106,1,942,23,136,1,371,25,6
29,44,1,942,22,262,2,18,26,6
21,148,2,942,13,646,4,6017,27,4
21,148,2,942,13,646,4,6017,28,5
21,148,2,942,13,646,4,6017,29,7
21,148,2,942,13,646,4,6017,30,7
21,148,2,942,13,646,4,6017,31,6
21,148,2,942,13,646,4,6017,32,6
21,148,2,942,13,646,4,6017,33,1
29,44,1,942,22,262,2,18,34,4
21,148,2,942,13,646,4,6017,35,3
12,1,1,942,24,113,1,310,36,6
29,44,1,942,22,262,2,18,37,2
21,148,2,942,13,646,4,6017,38,5
15,106,1,942,23,136,1,371,39,2
24,28,1,942,33,65,1,67,40,2
21,148,2,942,13,646,4,6017,41,4
21,148,2,942,13,646,4,6017,42,3
30,193,1,942,22,99,1,3158,43,5
21,148,2,942,13,646,4,6017,44,4
30,193,1,942,22,99,1,3158,45,5
21,148,2,942,13,646,4,6017,46,5
28,32,1,942,21,773,1,5225,47,4
21,148,2,942,13,646,4,6017,48,5
24,28,1,942,33,65,1,67,49,3
28,32,1,942,21,773,1,5225,50,7
29,44,1,943,21,261,2,348,1,2
11,20,1,943,22,54,1,460,2,2
10,5,1,943,33,200,1,337,3,3
5,30,1,943,23,145,1,238,4,4
7,101,1,943,32,164,1,167,5,5
7,101,1,943,32,164,1,167,6,7
21,114,1,943,33,48,1,155,7,1
5,30,1,943,23,145,1,238,8,7
11,20,1,943,22,54,1,460,9,7
23,5,1,943,21,275,1,336,10,6
29,44,1,943,21,261,2,348,11,5
5,30,1,943,23,145,1,238,12,4
5,30,1,943,23,145,1,238,13,4
21,114,1,943,33,48,1,155,14,1
11,20,1,943,22,54,1,460,15,7
10,5,1,943,33,200,1,337,16,2
11,20,1,943,22,54,1,460,17,5
23,5,1,943,21,275,1,336,18,5
10,5,1,943,33,200,1,337,19,4
11,20,1,943,22,54,1,460,20,1
23,5,1,943,21,275,1,336,21,1
7,101,1,943,32,164,1,167,22,2
5,30,1,943,23,145,1,238,23,6
29,44,1,943,21,261,2,348,24,2
10,5,1,943,33,200,1,337,25,6
7,101,1,943,32,164,1,167,26,7
29,44,1,943,21,261,2,348,27,4
23,5,1,943,21,275,1,336,28,2
10,5,1,943,33,200,1,337,29,2
21,114,1,943,33,48,1,155,30,4
21,114,1,943,33,48,1,155,31,1
21,114,1,943,33,48,1,155,32,3
29,44,1,943,21,261,2,348,33,1
7,101,1,943,32,164,1,167,34,7
23,5,1,943,21,275,1,336,35,7
1,1,1,944,22,119,1,8,1,4
8,19,1,944,32,82,1,879,2,7
10,5,1,944,22,197,1,307,3,6
16,53,1,944,32,129,1,190,4,3
10,5,1,944,22,197,1,307,5,1
10,5,1,944,22,197,1,307,6,5
8,19,1,944,32,82,1,879,7,6
28,9,1,944,33,91,1,749,8,1
7,101,1,944,21,160,1,379,9,3
19,39,1,944,21,33,1,72,10,6
7,101,1,944,21,160,1,379,11,5
7,101,1,944,21,160,1,379,12,7
7,101,1,944,21,160,1,379,13,4
28,9,1,944,33,91,1,749,14,6
8,19,1,944,32,82,1,879,15,6
8,19,1,944,32,82,1,879,16,4
28,9,1,944,33,91,1,749,17,7
16,53,1,944,32,129,1,190,18,6
19,39,1,944,21,33,1,72,19,4
16,53,1,944,32,129,1,190,20,1
1,1,1,944,22,119,1,8,21,2
10,5,1,944,22,197,1,307,22,7
19,39,1,944,21,33,1,72,23,7
16,53,1,944,32,129,1,190,24,3
10,5,1,944,22,197,1,307,25,5
1,1,1,944,22,119,1,8,26,5
28,9,1,944,33,91,1,749,27,6
8,19,1,944,32,82,1,879,28,6
28,9,1,944,33,91,1,749,29,7
19,39,1,944,21,33,1,72,30,5
7,101,1,944,21,160,1,379,31,3
1,1,1,944,22,119,1,8,32,4
16,53,1,944,32,129,1,190,33,7
1,1,1,944,22,119,1,8,34,2
19,39,1,944,21,33,1,72,35,5
16,53,1,945,23,128,1,104,1,1
25,6,1,945,23,182,1,161,2,6
5,30,1,945,32,146,1,287,3,1
22,14,1,945,43,259,1,73,4,3
16,53,1,945,23,128,1,104,5,5
20,350,2,945,33,236,3,110,6,7
16,53,1,945,23,128,1,104,7,1
22,14,1,945,43,259,1,73,8,6
30,193,1,945,21,98,1,3020,9,3
5,30,1,945,32,146,1,287,10,2
16,53,1,945,23,128,1,104,11,4
25,6,1,945,23,182,1,161,12,6
30,193,1,945,21,98,1,3020,13,3
16,53,1,945,23,128,1,104,14,3
22,14,1,945,43,259,1,73,15,5
30,193,1,945,21,98,1,3020,16,1
30,193,1,945,21,98,1,3020,17,6
5,30,1,945,32,146,1,287,18,4
28,9,1,945,32,90,1,807,19,6
28,9,1,945,32,90,1,807,20,5
5,30,1,945,32,146,1,287,21,2
30,193,1,945,21,98,1,3020,22,3
26,30,1,945,32,191,1,88,23,6
20,350,2,945,33,236,3,110,24,7
25,6,1,945,23,182,1,161,25,6
28,9,1,945,32,90,1,807,26,4
25,6,1,945,23,182,1,161,27,7
22,14,1,945,43,259,1,73,28,4
20,350,2,945,33,236,3,110,29,1
20,350,2,945,33,236,3,110,30,3
22,14,1,945,43,259,1,73,31,3
26,30,1,945,32,191,1,88,32,7
26,30,1,945,32,191,1,88,33,6
28,9,1,945,32,90,1,807,34,3
5,30,1,945,32,146,1,287,35,7
28,9,1,945,32,90,1,807,36,7
25,6,1,945,23,182,1,161,37,5
26,30,1,945,32,191,1,88,38,5
26,30,1,945,32,191,1,88,39,4
20,350,2,945,33,236,3,110,40,5
11,20,1,946,23,55,1,71,1,1
15,54,1,946,43,141,1,272,2,5
15,54,1,946,43,141,1,272,3,7
15,54,1,946,43,141,1,272,4,5
29,58,1,946,22,262,3,127,5,1
2,4,1,946,42,177,1,45,6,7
23,5,1,946,21,275,1,350,7,5
11,20,1,946,23,55,1,71,8,6
26,30,1,946,23,190,1,404,9,1
10,5,1,946,22,197,1,314,10,1
26,30,1,946,23,190,1,404,11,5
2,4,1,946,42,177,1,45,12,4
2,4,1,946,42,177,1,45,13,3
20,350,2,946,24,233,3,419,14,5
2,4,1,946,42,177,1,45,15,1
10,5,1,946,22,197,1,314,16,7
23,5,1,946,21,275,1,350,17,4
31,50,1,946,23,71,1,57,18,7
23,5,1,946,21,275,1,350,19,6
26,30,1,946,23,190,1,404,20,6
20,350,2,946,24,233,3,419,21,5
11,20,1,946,23,55,1,71,22,6
20,350,2,946,24,233,3,419,23,5
29,58,1,946,22,262,3,127,24,2
31,50,1,946,23,71,1,57,25,2
15,54,1,946,43,141,1,272,26,4
20,350,2,946,24,233,3,419,27,4
31,50,1,946,23,71,1,57,28,2
31,50,1,946,23,71,1,57,29,6
10,5,1,946,22,197,1,314,30,6
10,5,1,946,22,197,1,314,31,3
15,54,1,946,43,141,1,272,32,1
26,30,1,946,23,190,1,404,33,4
11,20,1,946,23,55,1,71,34,6
31,50,1,946,23,71,1,57,35,7
23,5,1,946,21,275,1,350,36,2
29,58,1,946,22,262,3,127,37,2
29,58,1,946,22,262,3,127,38,7
11,20,1,946,23,55,1,71,39,4
10,5,1,946,22,197,1,314,40,2
2,4,1,946,42,177,1,45,41,1
26,30,1,946,23,190,1,404,42,3
23,5,1,946,21,275,1,350,43,3
29,58,1,946,22,262,3,127,44,7
20,350,2,946,24,233,3,419,45,3
15,121,20,947,22,14,3,1520,1,1
13,33,4,947,12,517,4,6004,2,4
13,33,4,947,12,517,4,6004,3,4
20,350,2,947,33,236,3,400,4,2
15,121,20,947,22,14,3,1520,5,2
15,121,20,947,22,14,3,1520,6,6
15,121,20,947,22,14,3,1520,7,5
20,350,2,947,33,236,3,400,8,4
13,33,4,947,12,517,4,6004,9,7
7,101,1,947,32,164,1,274,10,6
15,121,20,947,22,14,3,1520,11,4
20,350,2,947,33,236,3,400,12,3
13,33,4,947,12,517,4,6004,13,6
13,33,4,947,12,517,4,6004,14,2
7,101,1,947,32,164,1,274,15,7
13,33,4,947,12,517,4,6004,16,1
13,33,4,947,12,517,4,6004,17,3
7,101,1,947,32,164,1,274,18,7
20,350,2,947,33,236,3,400,19,5
13,33,4,947,12,517,4,6004,20,7
13,33,4,947,12,517,4,6004,21,7
13,33,4,947,12,517,4,6004,22,5
7,101,1,947,32,164,1,274,23,3
13,33,4,947,12,517,4,6004,24,1
7,101,1,947,32,164,1,274,25,4
13,33,4,947,12,517,4,6004,26,6
13,33,4,947,12,517,4,6004,27,4
13,33,4,947,12,517,4,6004,28,6
13,33,4,947,12,517,4,6004,29,2
13,33,4,947,12,517,4,6004,30,7
13,33,4,947,12,517,4,6004,31,5
13,33,4,947,12,517,4,6004,32,4
20,350,2,947,33,236,3,400,33,4
26,30,1,948,22,189,1,141,1,5
28,9,1,948,33,91,1,547,2,1
16,53,1,948,43,132,1,395,3,6
1,1,1,948,22,119,1,80,4,7
11,20,1,948,32,56,1,214,5,5
20,385,1,948,40,237,2,418,6,6
24,28,1,948,33,65,1,398,7,3
8,19,1,948,33,83,1,797,8,6
13,33,2,948,13,518,4,6018,9,2
8,19,1,948,33,83,1,797,10,1
21,114,1,948,42,50,1,173,11,3
17,20,102,948,33,224,3,83,12,1
22,14,1,948,42,258,1,130,13,1
13,33,2,948,13,518,4,6018,14,5
5,30,1,948,33,147,1,181,15,6
22,14,1,948,42,258,1,130,16,3
21,114,1,948,42,50,1,173,17,2
1,1,1,948,22,119,1,80,18,3
13,33,2,948,13,518,4,6018,19,1
8,19,1,948,33,83,1,797,20,3
5,30,1,948,33,147,1,181,21,2
8,19,1,948,33,83,1,797,22,1
13,33,2,948,13,518,4,6018,23,2
13,33,2,948,13,518,4,6018,24,6
13,33,2,948,13,518,4,6018,25,1
13,33,2,948,13,518,4,6018,26,3
11,20,1,948,32,56,1,214,27,7
24,28,1,948,33,65,1,398,28,1
20,385,1,948,40,237,2,418,29,3
13,33,2,948,13,518,4,6018,30,6
26,30,1,948,22,189,1,141,31,6
13,33,2,948,13,518,4,6018,32,4
24,28,1,948,33,65,1,398,33,6
16,53,1,948,43,132,1,395,34,6
28,9,1,948,33,91,1,547,35,4
16,53,1,948,43,132,1,395,36,7
13,33,2,948,13,518,4,6018,37,7
13,33,2,948,13,518,4,6018,38,1
13,33,2,948,13,518,4,6018,39,2
17,20,102,948,33,224,3,83,40,6
11,20,1,948,32,56,1,214,41,5
11,20,1,948,32,56,1,214,42,3
22,14,1,948,42,258,1,130,43,7
17,20,102,948,33,224,3,83,44,1
20,385,1,948,40,237,2,418,45,5
28,9,1,948,33,91,1,547,46,1
24,28,1,948,33,65,1,398,47,4
1,1,1,948,22,119,1,80,48,2
13,33,2,948,13,518,4,6018,49,4
20,385,1,948,40,237,2,418,50,3
5,30,1,948,33,147,1,181,51,1
13,33,2,948,13,518,4,6018,52,2
13,33,2,948,13,518,4,6018,53,1
13,33,2,948,13,518,4,6018,54,1
26,30,1,948,22,189,1,141,55,2
5,30,1,948,33,147,1,181,56,7
28,9,1,948,33,91,1,547,57,5
16,53,1,948,43,132,1,395,58,5
5,30,1,948,33,147,1,181,59,7
13,33,2,948,13,518,4,6018,60,2
24,28,1,948,33,65,1,398,61,4
21,114,1,948,42,50,1,173,62,3
16,53,1,948,43,132,1,395,63,2
13,33,2,948,13,518,4,6018,64,1
21,114,1,948,42,50,1,173,65,3
13,33,2,948,13,518,4,6018,66,3
17,20,102,948,33,224,3,83,67,5
11,20,1,948,32,56,1,214,68,6
26,30,1,948,22,189,1,141,69,5
13,33,2,948,13,518,4,6018,70,6
22,14,1,948,42,258,1,130,71,4
28,9,1,948,33,91,1,547,72,6
26,30,1,948,22,189,1,141,73,1
21,114,1,948,42,50,1,173,74,6
20,385,1,948,40,237,2,418,75,7
1,1,1,948,22,119,1,80,76,3
1,1,1,948,22,119,1,80,77,7
8,19,1,948,33,83,1,797,78,5
22,14,1,948,42,258,1,130,79,2
17,20,102,948,33,224,3,83,80,4
23,5,1,949,21,275,1,119,1,3
30,14,20,949,14,861,4,6038,2,1
30,14,20,949,14,861,4,6038,3,5
30,14,20,949,14,861,4,6038,4,1
22,14,1,949,43,259,1,109,5,2
12,1,1,949,32,115,1,89,6,2
12,1,1,949,32,115,1,89,7,3
12,1,1,949,32,115,1,89,8,1
30,14,20,949,14,861,4,6038,9,5
30,14,20,949,14,861,4,6038,10,5
12,1,1,949,32,115,1,89,11,5
23,5,1,949,21,275,1,119,12,6
30,14,20,949,14,861,4,6038,13,4
23,5,1,949,21,275,1,119,14,1
30,193,1,949,22,99,1,3364,15,2
30,14,20,949,14,861,4,6038,16,6
22,14,1,949,43,259,1,109,17,7
30,14,20,949,14,861,4,6038,18,4
30,14,20,949,14,861,4,6038,19,2
12,1,1,949,32,115,1,89,20,2
22,14,1,949,43,259,1,109,21,7
22,14,1,949,43,259,1,109,22,1
30,14,20,949,14,861,4,6038,23,3
23,5,1,949,21,275,1,119,24,7
30,14,20,949,14,861,4,6038,25,1
30,14,20,949,14,861,4,6038,26,3
30,193,1,949,22,99,1,3364,27,5
30,14,20,949,14,861,4,6038,28,1
30,14,20,949,14,861,4,6038,29,5
22,14,1,949,43,259,1,109,30,5
30,14,20,949,14,861,4,6038,31,2
23,5,1,949,21,275,1,119,32,5
30,193,1,949,22,99,1,3364,33,3
30,14,20,949,14,861,4,6038,34,4
30,193,1,949,22,99,1,3364,35,3
30,193,1,949,22,99,1,3364,36,4
30,14,20,949,14,861,4,6038,37,6
30,14,20,949,14,861,4,6038,38,5
30,14,20,949,14,861,4,6038,39,2
30,14,20,949,14,861,4,6038,40,2
31,50,1,950,22,70,1,58,1,6
10,5,1,950,32,199,1,186,2,1
11,20,1,950,33,57,1,569,3,5
11,20,1,950,33,57,1,569,4,6
10,5,1,950,32,199,1,186,5,6
10,5,1,950,32,199,1,186,6,5
31,50,1,950,22,70,1,58,7,2
15,54,1,950,33,139,1,91,8,2
12,1,1,950,31,114,1,298,9,7
20,385,1,950,23,232,2,243,10,5
12,1,1,950,31,114,1,298,11,7
12,1,1,950,31,114,1,298,12,1
5,30,1,950,32,146,1,150,13,4
5,30,1,950,32,146,1,150,14,7
5,30,1,950,32,146,1,150,15,5
12,1,1,950,31,114,1,298,16,1
29,58,1,950,22,262,3,329,17,2
5,30,1,950,32,146,1,150,18,6
11,20,1,950,33,57,1,569,19,2
21,114,1,950,22,44,1,51,20,7
15,54,1,950,33,139,1,91,21,2
15,54,1,950,33,139,1,91,22,6
11,20,1,950,33,57,1,569,23,6
31,50,1,950,22,70,1,58,24,6
20,385,1,950,23,232,2,243,25,7
21,114,1,950,22,44,1,51,26,4
20,385,1,950,23,232,2,243,27,3
5,30,1,950,32,146,1,150,28,6
12,1,1,950,31,114,1,298,29,2
11,20,1,950,33,57,1,569,30,2
20,385,1,950,23,232,2,243,31,4
29,58,1,950,22,262,3,329,32,7
21,114,1,950,22,44,1,51,33,4
31,50,1,950,22,70,1,58,34,2
10,5,1,950,32,199,1,186,35,6
15,54,1,950,33,139,1,91,36,4
21,114,1,950,22,44,1,51,37,7
21,114,1,950,22,44,1,51,38,3
10,5,1,950,32,199,1,186,39,7
15,54,1,950,33,139,1,91,40,2
20,385,1,950,23,232,2,243,41,5
29,58,1,950,22,262,3,329,42,1
29,58,1,950,22,262,3,329,43,1
29,58,1,950,22,262,3,329,44,7
31,50,1,950,22,70,1,58,45,7
17,20,102,951,42,226,3,39,1,4
17,20,102,951,42,226,3,39,2,2
23,5,1,951,21,275,1,91,3,7
20,385,1,951,22,231,2,192,4,5
16,53,1,951,33,130,1,285,5,1
20,385,1,951,22,231,2,192,6,2
15,121,20,951,23,15,3,1017,7,4
25,6,1,951,33,184,1,78,8,2
16,53,1,951,33,130,1,285,9,3
25,6,1,951,33,184,1,78,10,5
23,5,1,951,21,275,1,91,11,7
30,193,1,951,33,103,1,3278,12,2
20,385,1,951,22,231,2,192,13,6
23,5,1,951,21,275,1,91,14,6
25,6,1,951,33,184,1,78,15,5
15,121,20,951,23,15,3,1017,16,7
17,20,102,951,42,226,3,39,17,5
16,53,1,951,33,130,1,285,18,6
15,121,20,951,23,15,3,1017,19,7
23,5,1,951,21,275,1,91,20,4
30,193,1,951,33,103,1,3278,21,7
20,385,1,951,22,231,2,192,22,3
25,6,1,951,33,184,1,78,23,1
30,193,1,951,33,103,1,3278,24,7
17,20,102,951,42,226,3,39,25,4
30,193,1,951,33,103,1,3278,26,4
23,5,1,951,21,275,1,91,27,6
16,53,1,951,33,130,1,285,28,1
20,385,1,951,22,231,2,192,29,1
17,20,102,951,42,226,3,39,30,6
16,53,1,951,33,130,1,285,31,3
25,6,1,951,33,184,1,78,32,1
30,193,1,951,33,103,1,3278,33,3
15,121,20,951,23,15,3,1017,34,7
15,121,20,951,23,15,3,1017,35,7
8,19,1,952,43,85,1,700,1,3
1,1,1,952,42,123,1,231,2,1
7,101,1,952,22,161,1,161,3,4
8,19,1,952,43,85,1,700,4,1
10,5,1,952,33,200,1,408,5,4
7,101,1,952,22,161,1,161,6,5
10,5,1,952,33,200,1,408,7,4
7,101,1,952,22,161,1,161,8,4
8,19,1,952,43,85,1,700,9,5
8,19,1,952,43,85,1,700,10,7
10,5,1,952,33,200,1,408,11,7
1,1,1,952,42,123,1,231,12,1
1,1,1,952,42,123,1,231,13,3
1,1,1,952,42,123,1,231,14,1
7,101,1,952,22,161,1,161,15,3
1,1,1,952,42,123,1,231,16,1
10,5,1,952,33,200,1,408,17,6
7,101,1,952,22,161,1,161,18,4
8,19,1,952,43,85,1,700,19,5
10,5,1,952,33,200,1,408,20,3
26,30,1,953,22,189,1,285,1,4
2,2,1,953,22,299,1,5233,2,2
23,5,1,953,42,281,1,177,3,6
26,30,1,953,22,189,1,285,4,7
24,28,1,953,33,65,1,238,5,7
2,2,1,953,22,299,1,5233,6,7
29,44,1,953,22,262,2,284,7,1
5,30,1,953,22,144,1,379,8,4
5,30,1,953,22,144,1,379,9,2
24,28,1,953,33,65,1,238,10,7
23,5,1,953,42,281,1,177,11,7
24,28,1,953,33,65,1,238,12,2
5,30,1,953,22,144,1,379,13,3
26,30,1,953,22,189,1,285,14,1
17,20,102,953,33,224,3,359,15,3
26,30,1,953,22,189,1,285,16,1
17,20,102,953,33,224,3,359,17,7
23,5,1,953,42,281,1,177,18,6
5,30,1,953,22,144,1,379,19,5
29,44,1,953,22,262,2,284,20,4
23,5,1,953,42,281,1,177,21,6
17,20,102,953,33,224,3,359,22,3
2,2,1,953,22,299,1,5233,23,5
24,28,1,953,33,65,1,238,24,5
17,20,102,953,33,224,3,359,25,5
17,20,102,953,33,224,3,359,26,5
2,2,1,953,22,299,1,5233,27,5
5,30,1,953,22,144,1,379,28,6
23,5,1,953,42,281,1,177,29,4
2,2,1,953,22,299,1,5233,30,1
24,28,1,953,33,65,1,238,31,5
26,30,1,953,22,189,1,285,32,5
29,44,1,953,22,262,2,284,33,1
29,44,1,953,22,262,2,284,34,6
29,44,1,953,22,262,2,284,35,6
25,6,1,954,23,182,1,88,1,7
16,65,3,954,20,574,4,6033,2,2
30,193,1,954,32,102,1,3415,3,2
16,65,3,954,20,574,4,6033,4,3
16,65,3,954,20,574,4,6033,5,2
20,385,1,954,31,234,2,109,6,1
2,4,1,954,32,174,1,406,7,1
16,65,3,954,20,574,4,6033,8,7
10,5,1,954,22,197,1,266,9,7
1,1,1,954,43,124,1,149,10,2
30,193,1,954,32,102,1,3415,11,5
2,4,1,954,32,174,1,406,12,6
16,65,3,954,20,574,4,6033,13,4
1,1,1,954,43,124,1,149,14,7
16,65,3,954,20,574,4,6033,15,4
28,9,1,954,32,90,1,878,16,2
16,65,3,954,20,574,4,6033,17,6
21,140,14,954,33,48,2,508,18,4
28,9,1,954,32,90,1,878,19,2
16,65,3,954,20,574,4,6033,20,3
28,9,1,954,32,90,1,878,21,3
30,193,1,954,32,102,1,3415,22,3
10,5,1,954,22,197,1,266,23,4
16,65,3,954,20,574,4,6033,24,7
30,193,1,954,32,102,1,3415,25,7
30,193,1,954,32,102,1,3415,26,6
25,6,1,954,23,182,1,88,27,6
10,5,1,954,22,197,1,266,28,3
1,1,1,954,43,124,1,149,29,3
16,65,3,954,20,574,4,6033,30,2
2,4,1,954,32,174,1,406,31,1
28,9,1,954,32,90,1,878,32,1
16,65,3,954,20,574,4,6033,33,5
16,65,3,954,20,574,4,6033,34,3
16,65,3,954,20,574,4,6033,35,3
16,65,3,954,20,574,4,6033,36,1
16,65,3,954,20,574,4,6033,37,6
20,385,1,954,31,234,2,109,38,2
16,65,3,954,20,574,4,6033,39,2
10,5,1,954,22,197,1,266,40,7
16,65,3,954,20,574,4,6033,41,7
2,4,1,954,32,174,1,406,42,1
20,385,1,954,31,234,2,109,43,5
1,1,1,954,43,124,1,149,44,4
20,385,1,954,31,234,2,109,45,2
20,385,1,954,31,234,2,109,46,1
16,65,3,954,20,574,4,6033,47,5
16,65,3,954,20,574,4,6033,48,4
2,4,1,954,32,174,1,406,49,7
1,1,1,954,43,124,1,149,50,1
16,65,3,954,20,574,4,6033,51,7
21,140,14,954,33,48,2,508,52,5
16,65,3,954,20,574,4,6033,53,6
21,140,14,954,33,48,2,508,54,6
10,5,1,954,22,197,1,266,55,4
16,65,3,954,20,574,4,6033,56,4
21,140,14,954,33,48,2,508,57,4
25,6,1,954,23,182,1,88,58,5
25,6,1,954,23,182,1,88,59,4
28,9,1,954,32,90,1,878,60,7
25,6,1,954,23,182,1,88,61,1
21,140,14,954,33,48,2,508,62,2
16,53,1,955,43,132,1,244,1,5
11,20,1,955,22,54,1,571,2,5
23,5,1,955,21,275,1,206,3,7
16,53,1,955,43,132,1,244,4,6
15,54,1,955,23,136,1,66,5,3
11,20,1,955,22,54,1,571,6,6
11,20,1,955,22,54,1,571,7,2
16,53,1,955,43,132,1,244,8,1
7,101,1,955,32,164,1,251,9,2
10,5,1,955,23,198,1,147,10,6
16,53,1,955,43,132,1,244,11,1
10,5,1,955,23,198,1,147,12,5
22,14,1,955,43,259,1,352,13,2
23,5,1,955,21,275,1,206,14,7
5,30,1,955,23,145,1,139,15,2
7,101,1,955,32,164,1,251,16,4
10,5,1,955,23,198,1,147,17,1
15,54,1,955,23,136,1,66,18,4
5,30,1,955,23,145,1,139,19,1
10,5,1,955,23,198,1,147,20,1
5,30,1,955,23,145,1,139,21,4
15,54,1,955,23,136,1,66,22,2
23,5,1,955,21,275,1,206,23,3
22,14,1,955,43,259,1,352,24,5
5,30,1,955,23,145,1,139,25,6
11,20,1,955,22,54,1,571,26,5
5,30,1,955,23,145,1,139,27,4
7,101,1,955,32,164,1,251,28,1
7,101,1,955,32,164,1,251,29,6
22,14,1,955,43,259,1,352,30,3
22,14,1,955,43,259,1,352,31,2
23,5,1,955,21,275,1,206,32,1
10,5,1,955,23,198,1,147,33,7
7,101,1,955,32,164,1,251,34,1
23,5,1,955,21,275,1,206,35,5
15,54,1,955,23,136,1,66,36,4
16,53,1,955,43,132,1,244,37,1
22,14,1,955,43,259,1,352,38,6
11,20,1,955,22,54,1,571,39,5
15,54,1,955,23,136,1,66,40,7
17,20,102,956,33,224,3,288,1,7
11,20,1,956,32,56,1,406,2,1
17,20,102,956,33,224,3,288,3,4
17,20,102,956,33,224,3,288,4,6
17,20,102,956,33,224,3,288,5,3
2,4,1,956,31,173,1,180,6,4
2,4,1,956,31,173,1,180,7,5
17,20,102,956,33,224,3,288,8,7
11,20,1,956,32,56,1,406,9,7
11,20,1,956,32,56,1,406,10,2
11,20,1,956,32,56,1,406,11,4
2,4,1,956,31,173,1,180,12,3
26,30,1,956,23,190,1,7,13,5
26,30,1,956,23,190,1,7,14,5
11,20,1,956,32,56,1,406,15,4
2,4,1,956,31,173,1,180,16,6
26,30,1,956,23,190,1,7,17,5
2,4,1,956,31,173,1,180,18,2
26,30,1,956,23,190,1,7,19,4
26,30,1,956,23,190,1,7,20,2
24,35,1,957,32,64,1,233,1,7
29,44,1,957,22,262,2,148,2,1
8,19,1,957,43,85,1,745,3,5
29,44,1,957,22,262,2,148,4,4
24,35,1,957,32,64,1,233,5,5
12,1,1,957,22,111,1,53,6,4
12,1,1,957,22,111,1,53,7,6
8,19,1,957,43,85,1,745,8,6
24,35,1,957,32,64,1,233,9,2
8,19,1,957,43,85,1,745,10,7
29,44,1,957,22,262,2,148,11,3
12,1,1,957,22,111,1,53,12,6
12,1,1,957,22,111,1,53,13,3
29,44,1,957,22,262,2,148,14,1
8,19,1,957,43,85,1,745,15,3
24,35,1,957,32,64,1,233,16,1
12,1,1,957,22,111,1,53,17,6
24,35,1,957,32,64,1,233,18,3
8,19,1,957,43,85,1,745,19,1
29,44,1,957,22,262,2,148,20,2
7,101,1,958,23,162,1,325,1,6
23,5,1,958,21,275,1,212,2,3
20,385,1,958,31,234,2,302,3,2
2,4,1,958,21,170,1,65,4,4
20,385,1,958,31,234,2,302,5,6
10,5,1,958,23,198,1,145,6,7
10,5,1,958,23,198,1,145,7,2
7,101,1,958,23,162,1,325,8,5
2,4,1,958,21,170,1,65,9,2
2,4,1,958,21,170,1,65,10,6
23,5,1,958,21,275,1,212,11,3
30,193,1,958,22,99,1,3127,12,5
20,385,1,958,31,234,2,302,13,4
